Game_id,Period,Person_id,Team_id,status
006728e4c10e957011e1f24878e6054a,0,ae53f8ba6761b64a174051da817785bc,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,44230324724c84f122ac62a5f0918314,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,8d2127290c94bd41b82a2938734bc750,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,48ec4e6c52f418d5ca4ef510ba473ea0,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,e816ff284dc3f965b8f3d605a3b91bae,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,ed95dff5440fadf3042b5acacea81eed,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,616281dee946056b071699476fdee9ec,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,e814950408915f43de2b079dce7c21c5,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,2ad626904c8b28cceb8e12c624a84240,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,bd45fe7dba52aa2cd00ba80ff107d05b,01be0ad4af7aeb1f6d2cc2b6b6d6d811,I
006728e4c10e957011e1f24878e6054a,0,766802a8fda500d7945950de7398c9c6,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,99104de2626f67c1fa2ce70504970c3f,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,c5dd5b2e3b975f0849d9b74e74125cb9,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,5db9c1c8184510fee8161e7fafdc9c49,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,f4a5ca938177c407a9dab5412e39498f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,1b37fed4823f31ccbf03515f4b9fe438,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,c10b49616a2f4a23607dc1a8be4fde9f,01be0ad4af7aeb1f6d2cc2b6b6d6d811,I
006728e4c10e957011e1f24878e6054a,0,d00d552bc4e50f63f9397a74514519ba,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,dd1da128c27db468d95b99b583f8a57d,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,4ef3dae16c436459ff05156abca5cebd,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,618f6d58ab2881152607c2a6e057bc51,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,902362537ff2a39c0c0cfb82ab0adac2,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,e59b921ab3da55f632bc748beb12805a,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,0,4413c19cf092bda39332d7833c90bfe6,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,bf6ed471f8425903310f08548a206905,45ba8fc87f55b1191c50c400dc7ed11c,I
006728e4c10e957011e1f24878e6054a,0,5cce6ffa455e6372d9de0de400482ab6,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,4dd3d6a51dc97c651d3a86eec4362a1f,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,0,7027df5d9c51192f3527ac8c74b4d08d,45ba8fc87f55b1191c50c400dc7ed11c,I
006728e4c10e957011e1f24878e6054a,0,d81d912f81fa43178f423aa89a713e96,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,1,8d2127290c94bd41b82a2938734bc750,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,1,48ec4e6c52f418d5ca4ef510ba473ea0,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,1,616281dee946056b071699476fdee9ec,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,1,e814950408915f43de2b079dce7c21c5,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,1,766802a8fda500d7945950de7398c9c6,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,1,99104de2626f67c1fa2ce70504970c3f,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,1,42e0d7167f04a4ff958c6442da0e6851,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,1,c5dd5b2e3b975f0849d9b74e74125cb9,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,1,618f6d58ab2881152607c2a6e057bc51,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,1,d81d912f81fa43178f423aa89a713e96,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,2,ae53f8ba6761b64a174051da817785bc,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,2,44230324724c84f122ac62a5f0918314,45ba8fc87f55b1191c50c400dc7ed11c,A
006728e4c10e957011e1f24878e6054a,2,2ad626904c8b28cceb8e12c624a84240,01be0ad4af7aeb1f6d2cc2b6b6d6d811,A
006728e4c10e957011e1f24878e6054a,2,99104de2626f67c1fa2ce70504970c3f,45ba8fc87f55b1191c50c400dc7ed11c,A
